"MARKET","SITE","CXR","DDATE","RDATE","DSTP","RSTP","TYPE","BASE","TAXES","FARE","FEE","CURRENCY","QTS","REFERENCE","DCXR","RCXR","DFLIGHT","RFLIGHT","DTIME","RTIME","DROUTE","RROUTE","FLIGHT_CLASS","PASSENGERS","DBOOKING_CLASS","RBOOKING_CLASS","DOPERATING_CXR","ROPERATING_CXR","FIRST_PAGE_PRICE","DDURATION","RDURATION","FUEL_SURCHARGE","DCXRFLIGHT","RCXRFLIGHT","RESPONSE_TIME","PRICED_IN"
"DPSSIN","CHP_SG","GA","08/09/16","08/15/16","1","0","ECONOMY","238","133.93","371.93","0","SGD","07/25/16 16:01","","GA - GA","GA","439 - 822","841","16:05","17:00","16:05 - DPS :: 17:05 - CGK / 20:40 - CGK :: 23:30 - SIN","17:00 - SIN :: 19:55 - DPS","E","1","","","","","371.93","07:25","02:55","","GA439 - GA822","GA841","",""
"DPSSIN","XPSG_LIVE","GA","08/09/16","08/15/16","1","0","Coach","240","139","379","0","SGD","07/25/16 16:03","","GA - GA","GA","407 - 822","841","12:00","17:00","12:00 - DPS :: 12:55 - CGK / 20:40 - CGK :: 23:30 - SIN","17:00 - SIN :: 19:55 - DPS","E","1","B - V","S","","","379","11:30","02:55","","GA407 - GA822","GA841","",""
"DPSSIN","SKO_SG","GA","08/09/16","08/15/16","1","0","","242.4","139","381.4","0","SGD","07/25/16 16:02","","GA - GA","GA","403 - 834","841","09:25","17:00","09:25 - DPS :: 10:25 - CGK / 13:45 - CGK :: 16:35 - SIN","17:00 - SIN :: 19:55 - DPS","E","1","","","GA - GA","GA","381.4","07:10","02:55","","GA403 - GA834","GA841","",""
"DPSSIN","ZUP","GA","08/09/16","08/15/16","1","0","Economy","264.1","138.9","403","","SGD","07/25/16 16:01","","GA - GA","GA","407 - 836","841","12:00","17:00","12:00 - DPS :: 12:55 - CGK / 14:45 - CGK :: 17:45 - SIN","17:00 - SIN :: 19:55 - DPS","E","1","","","GA - GA","GA","","","","","GA407 - GA836","GA841","",""
"DPSSIN","AEG","GA","08/09/16","08/15/16","1","0","ECONOMY","278.78","139","417.78","0","SGD","07/25/16 16:01","","GA - GA","GA","0439 - 0822","0841","16:05","17:00","16:05 - DPS :: 17:05 - CGK / 20:40 - CGK :: 23:30 - SIN","17:00 - SIN :: 19:55 - DPS","E","1","","","","","417.78","07:25","02:55","","GA0439 - GA0822","GA0841","Interstitial : 1; Listpage1 : 29",""
"KULSIN","ZUP","MH","08/09/16","08/15/16","0","0","Economy","75.4","62.6","138","","SGD","07/25/16 16:01","","MH","MH","5477","5472","06:55","21:40","06:55 - SZB :: 08:10 - SIN","21:40 - SIN :: 22:55 - SZB","E","1","","","FY","FY","","","","","MH5477","MH5472","",""
"KULSIN","SKO_SG","MH","08/09/16","08/15/16","0","0","","85.85","62.6","148.45","0","SGD","07/25/16 16:02","","MH","MH","5477","5478","06:55","14:40","06:55 - SZB :: 08:10 - SIN","14:40 - SIN :: 16:00 - SZB","E","1","","","FY","FY","148.45","01:15","01:20","","MH5477","MH5478","",""
"KULSIN","CHP_SG","MH","08/09/16","08/15/16","0","0","ECONOMY","85","65.01","150.01","0","SGD","07/25/16 16:01","","MH","MH","5477","5482","06:55","12:30","06:55 - SZB :: 08:10 - SIN","12:30 - SIN :: 13:50 - SZB","E","1","","","FY","FY","150.01","01:15","01:20","","MH5477","MH5482","",""
"KULSIN","XPSG_LIVE","MH","08/09/16","08/15/16","0","0","Coach","115","57","172","0","SGD","07/25/16 16:04","","MH","MH","627","604","10:15","09:50","10:15 - KUL :: 11:25 - SIN","09:50 - SIN :: 10:50 - KUL","E","1","N","N","","","172","01:10","01:00","","MH627","MH604","",""
"KULSIN","AEG","MH","08/09/16","08/15/16","0","0","ECONOMY","118.81","62.6","181.41","0","SGD","07/25/16 16:02","","MH","MH","5477","5482","06:55","12:30","06:55 - SZB :: 08:10 - SIN","12:30 - SIN :: 13:50 - SZB","E","1","","","FY","FY","181.41","01:15","01:20","","MH5477","MH5482","Interstitial : 1; Listpage1 : 25",""
"MNLSIN","CHP_SG","PR","08/09/16","08/15/16","0","0","ECONOMY","338","45.24","383.24","0","SGD","07/25/16 16:02","","PR","PR","511","510","06:05","00:30","06:05 - MNL :: 09:40 - SIN","00:30 - SIN :: 04:10 - MNL","E","1","","","","","383.24","03:35","03:40","","PR511","PR510","",""
"MNLSIN","XPSG_LIVE","PR","08/09/16","08/15/16","0","0","Coach","338","50","388","0","SGD","07/25/16 16:04","","PR","PR","511","502","06:05","10:30","06:05 - MNL :: 09:40 - SIN","10:30 - SIN :: 14:20 - MNL","E","1","E","E","","","388","03:35","03:50","","PR511","PR502","",""
"MNLSIN","SKO_SG","PR","08/09/16","08/15/16","0","0","","341.38","50","391.38","0","SGD","07/25/16 16:03","","PR","PR","511","510","06:05","00:30","06:05 - MNL :: 09:40 - SIN","00:30 - SIN :: 04:10 - MNL","E","1","","","PR","PR","391.38","03:35","03:40","","PR511","PR510","",""
"MNLSIN","ZUP","PR","08/09/16","08/15/16","0","0","Economy","375","50","425","","SGD","07/25/16 16:02","","PR","PR","511","510","06:05","00:30","06:05 - MNL :: 09:40 - SIN","00:30 - SIN :: 04:10 - MNL","E","1","","","PR","PR","","","","","PR511","PR510","",""
"MNLSIN","AEG","PR","08/09/16","08/15/16","0","0","ECONOMY","376.97","50","426.97","0","SGD","07/25/16 16:02","","PR","PR","0511","0502","06:05","10:30","06:05 - MNL :: 09:40 - SIN","10:30 - SIN :: 14:20 - MNL","E","1","","","","","426.97","03:35","03:50","","PR0511","PR0502","Interstitial : 1; Listpage1 : 33",""
"PVGSIN","CHP_SG","MU","08/09/16","08/15/16","1","0","ECONOMY","572","254.63","826.63","0","SGD","07/25/16 16:02","","MU - MU","MU","748 - 5093","566","21:05","23:10","21:05 - PVG :: 00:20 - KMG / 22:40 - KMG :: 02:30 - SIN","23:10 - SIN :: 04:55 - PVG","E","1","","","","","826.63","29:25","05:45","","MU748 - MU5093","MU566","",""
"PVGSIN","SKO_SG","MU","08/09/16","08/15/16","0","1","","684","256.8","940.8","0","SGD","07/25/16 16:03","","MU","MU - MU","565","5094 - 9666","14:45","03:30","14:45 - PVG :: 20:10 - SIN","03:30 - SIN :: 07:30 - KMG / 15:00 - KMG :: 19:10 - PVG","E","1","","","MU","MU - MU","940.8","05:25","15:40","","MU565","MU5094 - MU9666","",""
"PVGSIN","XPSG_LIVE","MU","08/09/16","08/15/16","0","1","Coach","684","256.8","940.8","0","SGD","07/25/16 16:05","","MU","MU - MU","543","5094 - 5464","23:50","03:30","23:50 - PVG :: 05:25 - SIN","03:30 - SIN :: 07:30 - KMG / 10:00 - KMG :: 15:05 - PVG","E","1","R","L - B","","","940.8","05:35","11:35","","MU543","MU5094 - MU5464","",""
"PVGSIN","ZUP","MU","08/09/16","08/15/16","1","1","Economy","705","267","972","","SGD","07/25/16 16:02","","MU - MU","MU - MU","748 - 5093","5094 - 5464","21:05","03:30","21:05 - PVG :: 00:20 - KMG / 22:40 - KMG :: 02:30 - SIN","03:30 - SIN :: 07:30 - KMG / 10:00 - KMG :: 15:05 - PVG","E","1","","","MU - MU","MU - MU","","","","","MU748 - MU5093","MU5094 - MU5464","",""
"PVGSIN","AEG","MU","08/09/16","08/15/16","0","1","ECONOMY","734.83","256.8","991.63","0","SGD","07/25/16 16:01","","MU","MU - MU","0565","5094 - 9666","14:45","03:30","14:45 - PVG :: 20:10 - SIN","03:30 - SIN :: 07:30 - KMG / 15:00 - KMG :: 19:10 - PVG","E","1","","","","","991.63","05:25","15:40","","MU0565","MU5094 - MU9666","Interstitial : 1; Listpage1 : 33",""
"SINADL","CHP_SG","EK","08/09/16","08/15/16","1","1","ECONOMY","584","109.85","693.85","0","SGD","07/25/16 16:03","","EK - EK","EK - EK","5058 - 5590","5593 - 5057","18:35","06:20","18:35 - SIN :: 23:45 - PER / 06:50 - PER :: 11:10 - ADL","06:20 - ADL :: 08:15 - PER / 12:00 - PER :: 17:20 - SIN","E","1","","","QF - QF","QF - QF","693.85","15:05","12:30","","EK5058 - EK5590","EK5593 - EK5057","",""
"SINADL","CHP_SG","QF","08/09/16","08/15/16","1","1","ECONOMY","690","151.26","841.26","0","SGD","07/25/16 16:03","","QF - QF","QF - QF","36 - 685","670 - 35","19:55","06:00","19:55 - SIN :: 05:20 - MEL / 13:40 - MEL :: 14:30 - ADL","06:00 - ADL :: 07:50 - MEL / 11:45 - MEL :: 17:55 - SIN","E","1","","","","","841.26","17:05","13:25","","QF36 - QF685","QF670 - QF35","",""
"SINADL","ZUP","QF","08/09/16","08/15/16","1","1","Economy","688.8","167.2","856","","SGD","07/25/16 16:03","","QF - QF","QF - QF","36 - 679","676 - 35","19:55","08:55","19:55 - SIN :: 05:20 - MEL / 10:15 - MEL :: 11:05 - ADL","08:55 - ADL :: 10:45 - MEL / 11:45 - MEL :: 17:55 - SIN","E","1","","","QF - QF","QF - QF","","","","","QF36 - QF679","QF676 - QF35","",""
"SINADL","ZUP","EK","08/09/16","08/15/16","1","1","Economy","690.1","166.9","857","","SGD","07/25/16 16:03","","EK - EK","EK - EK","404 - 5679","5593 - 5057","22:40","06:20","22:40 - SIN :: 07:50 - MEL / 10:15 - MEL :: 11:05 - ADL","06:20 - ADL :: 08:15 - PER / 12:00 - PER :: 17:20 - SIN","E","1","","","EK - QF","QF - QF","","","","","EK404 - EK5679","EK5593 - EK5057","",""
"SINADL","XPSG_LIVE","QF","08/09/16","08/15/16","1","1","Coach","690","167.2","857.2","0","SGD","07/25/16 16:05","","QF - QF","QF - QF","36 - 675","670 - 35","19:55","06:00","19:55 - SIN :: 05:20 - MEL / 08:15 - MEL :: 09:05 - ADL","06:00 - ADL :: 07:50 - MEL / 11:45 - MEL :: 17:55 - SIN","E","1","Q - Q","Q - Q","","","857.2","11:40","13:25","","QF36 - QF675","QF670 - QF35","",""
"SINADL","XPSG_LIVE","EK","08/09/16","08/15/16","1","1","Coach","690","167.6","857.6","0","SGD","07/25/16 16:05","","EK - EK","EK - EK","5036 - 5679","5690 - 405","19:55","15:05","19:55 - SIN :: 05:20 - MEL / 10:15 - MEL :: 11:05 - ADL","15:05 - ADL :: 16:55 - MEL / 18:00 - MEL :: 23:50 - SIN","E","1","L - L","L - L","","","857.6","13:40","10:15","","EK5036 - EK5679","EK5690 - EK405","",""
"SINADL","SKO_SG","EK","08/09/16","08/15/16","1","1","","690","168","858","0","SGD","07/25/16 16:03","","EK - EK","EK - EK","404 - 5683","5686 - 405","22:40","13:35","22:40 - SIN :: 07:50 - MEL / 11:40 - MEL :: 12:30 - ADL","13:35 - ADL :: 15:25 - MEL / 18:00 - MEL :: 23:50 - SIN","E","1","","","EK - QF","QF - EK","858","12:20","11:45","","EK404 - EK5683","EK5686 - EK405","",""
"SINADL","SKO_SG","QF","08/09/16","08/15/16","1","1","","696.9","167.2","864.1","0","SGD","07/25/16 16:03","","QF - QF","QF - QF","36 - 675","676 - 35","19:55","08:55","19:55 - SIN :: 05:20 - MEL / 08:15 - MEL :: 09:05 - ADL","08:55 - ADL :: 10:45 - MEL / 11:45 - MEL :: 17:55 - SIN","E","1","","","QF - QF","QF - QF","864.1","11:40","10:30","","QF36 - QF675","QF676 - QF35","",""
"SINADL","AEG","QF","08/09/16","08/15/16","1","1","ECONOMY","713.5","167.2","880.7","0","SGD","07/25/16 16:02","","QF - QF","QF - QF","0036 - 0679","0674 - 0035","19:55","06:45","19:55 - SIN :: 05:20 - MEL / 10:15 - MEL :: 11:05 - ADL","06:45 - ADL :: 08:35 - MEL / 11:45 - MEL :: 17:55 - SIN","E","1","","","","","880.70","13:10","13:10","","QF0036 - QF0679","QF0674 - QF0035","Interstitial : 1; Listpage1 : 40",""
"SINADL","AEG","EK","08/09/16","08/15/16","1","1","ECONOMY","713.52","168","881.52","0","SGD","07/25/16 16:02","","EK - EK","EK - EK","0404 - 5683","5686 - 0405","22:40","13:35","22:40 - SIN :: 07:50 - MEL / 11:40 - MEL :: 12:30 - ADL","13:35 - ADL :: 15:25 - MEL / 18:00 - MEL :: 23:50 - SIN","E","1","","","QF","QF","881.52","11:50","12:15","","EK0404 - EK5683","EK5686 - EK0405","Interstitial : 1; Listpage1 : 40",""
"SINADL","ZUP","BA","08/09/16","08/15/16","1","1","Economy","490.1","496.9","987","","SGD","07/25/16 16:03","","BA - BA","BA - BA","15 - 7433","7435 - 16","19:20","09:30","19:20 - SIN :: 05:05 - SYD / 07:00 - SYD :: 08:40 - ADL","09:30 - ADL :: 11:50 - SYD / 14:55 - SYD :: 21:10 - SIN","E","1","","","BA - QF","QF - BA","","","","","BA15 - BA7433","BA7435 - BA16","",""
"SINADL","XPSG_LIVE","BA","08/09/16","08/15/16","1","1","Coach","500","487.8","987.8","0","SGD","07/25/16 16:05","","BA - BA","BA - BA","15 - 7433","7435 - 16","19:20","09:30","19:20 - SIN :: 05:05 - SYD / 07:00 - SYD :: 08:40 - ADL","09:30 - ADL :: 11:50 - SYD / 14:55 - SYD :: 21:10 - SIN","E","1","V - V","V - V","","","987.8","11:50","13:10","","BA15 - BA7433","BA7435 - BA16","",""
"SINADL","SKO_SG","BA","08/09/16","08/15/16","1","1","","505","487.8","992.8","0","SGD","07/25/16 16:03","","BA - BA","BA - BA","15 - 7433","7435 - 16","19:20","09:30","19:20 - SIN :: 05:05 - SYD / 07:00 - SYD :: 08:40 - ADL","09:30 - ADL :: 11:50 - SYD / 14:55 - SYD :: 21:10 - SIN","E","1","","","BA - QF","QF - BA","992.8","11:50","13:10","","BA15 - BA7433","BA7435 - BA16","",""
"SINADL","CHP_SG","SQ","08/09/16","08/15/16","1","1","ECONOMY","760","437.34","1197.34","0","SGD","07/25/16 16:03","","SQ - SQ","SQ - SQ","223 - 6968","6969 - 226","09:30","06:30","09:30 - SIN :: 14:40 - PER / 17:20 - PER :: 21:40 - ADL","06:30 - ADL :: 08:30 - PER / 14:05 - PER :: 19:35 - SIN","E","1","","","SQ - VA","VA - SQ","1197.34","10:40","14:35","","SQ223 - SQ6968","SQ6969 - SQ226","",""
"SINADL","ZUP","SQ","08/09/16","08/15/16","1","1","Economy","760","442","1202","","SGD","07/25/16 16:03","","SQ - SQ","SQ - SQ","223 - 6968","6969 - 226","09:30","06:30","09:30 - SIN :: 14:40 - PER / 17:20 - PER :: 21:40 - ADL","06:30 - ADL :: 08:30 - PER / 14:05 - PER :: 19:35 - SIN","E","1","","","SQ - VA","VA - SQ","","","","","SQ223 - SQ6968","SQ6969 - SQ226","",""
"SINADL","SKO_SG","SQ","08/09/16","08/15/16","1","1","","767.6","447.7","1215.3","0","SGD","07/25/16 16:03","","SQ - SQ","SQ - SQ","223 - 6968","6969 - 226","09:30","06:30","09:30 - SIN :: 14:40 - PER / 17:20 - PER :: 21:40 - ADL","06:30 - ADL :: 08:30 - PER / 14:05 - PER :: 19:35 - SIN","E","1","","","SQ - VA","VA - SQ","1215.3","10:40","14:35","","SQ223 - SQ6968","SQ6969 - SQ226","",""
"SINAKL","ZUP","MH","08/09/16","08/15/16","1","1","Economy","630.3","101.7","732","","SGD","07/25/16 16:03","","MH - MH","MH - MH","602 - 133","130 - 609","06:40","13:15","06:40 - SIN :: 07:40 - KUL / 08:50 - KUL :: 22:45 - AKL","13:15 - AKL :: 20:40 - KUL / 23:05 - KUL :: 00:05 - SIN","E","1","","","MH - MH","MH - MH","","","","","MH602 - MH133","MH130 - MH609","",""
"SINAKL","CHP_SG","EK","08/09/16","08/15/16","1","1","ECONOMY","897","46.67","943.67","0","SGD","07/25/16 16:03","","EK - EK","EK - EK","5062 - 412","5050 - 5005","20:15","06:00","20:15 - SIN :: 06:10 - SYD / 07:50 - SYD :: 13:00 - AKL","06:00 - AKL :: 07:40 - SYD / 15:35 - SYD :: 22:00 - SIN","E","1","","","QF - EK","QF - QF","943.67","12:45","20:00","","EK5062 - EK412","EK5050 - EK5005","",""
"SINAKL","CHP_SG","QF","08/09/16","08/15/16","1","1","ECONOMY","1050","86.31","1136.31","0","SGD","07/25/16 16:03","","QF - QF","QF - QF","36 - 153","124 - 51","19:55","06:20","19:55 - SIN :: 05:20 - MEL / 06:20 - MEL :: 11:55 - AKL","06:20 - AKL :: 08:15 - BNE / 12:15 - BNE :: 18:35 - SIN","E","1","","","","","1136.31","12:00","16:15","","QF36 - QF153","QF124 - QF51","",""
"SINAKL","CHP_SG","MH","08/09/16","08/15/16","1","1","ECONOMY","1100","36.7","1136.7","0","SGD","07/25/16 16:03","","MH - MH","MH - MH","5720 - 133","130 - 5733","06:00","13:15","06:00 - SIN :: 06:55 - KUL / 08:50 - KUL :: 22:45 - AKL","13:15 - AKL :: 20:40 - KUL / 21:45 - KUL :: 22:40 - SIN","E","1","","","MI - MH","MH - MI","1136.7","12:45","13:25","","MH5720 - MH133","MH130 - MH5733","",""
"SINAKL","CHP_SG","BA","08/09/16","08/15/16","1","1","ECONOMY","760","380.09","1140.09","0","SGD","07/25/16 16:03","","BA - BA","BA - BA","15 - 7417","7420 - 16","19:20","08:35","19:20 - SIN :: 05:05 - SYD / 08:35 - SYD :: 13:40 - AKL","08:35 - AKL :: 10:15 - SYD / 14:55 - SYD :: 21:10 - SIN","E","1","","","","","1140.09","14:20","16:35","","BA15 - BA7417","BA7420 - BA16","",""
"SINAKL","ZUP","BA","08/09/16","08/15/16","1","1","Economy","750.5","395.5","1146","","SGD","07/25/16 16:03","","BA - BA","BA - BA","15 - 7417","7420 - 16","19:20","08:35","19:20 - SIN :: 05:05 - SYD / 08:35 - SYD :: 13:40 - AKL","08:35 - AKL :: 10:15 - SYD / 14:55 - SYD :: 21:10 - SIN","E","1","","","BA - BA","BA - BA","","","","","BA15 - BA7417","BA7420 - BA16","",""
"SINAKL","ZUP","QF","08/09/16","08/15/16","1","1","Economy","1049.3","101.7","1151","","SGD","07/25/16 16:03","","QF - QF","QF - QF","82 - 8764","146 - 5","20:15","12:55","20:15 - SIN :: 06:10 - SYD / 07:50 - SYD :: 13:00 - AKL","12:55 - AKL :: 14:35 - SYD / 15:35 - SYD :: 22:00 - SIN","E","1","","","QF - EK","QF - QF","","","","","QF82 - QF8764","QF146 - QF5","",""
"SINAKL","SKO_SG","EK","08/09/16","08/15/16","1","1","","1050","101.7","1151.7","0","SGD","07/25/16 16:04","","EK - EK","EK - EK","5036 - 5131","5136 - 405","19:55","14:45","19:55 - SIN :: 05:20 - MEL / 06:20 - MEL :: 11:55 - AKL","14:45 - AKL :: 16:55 - MEL / 18:00 - MEL :: 23:50 - SIN","E","1","","","QF - QF","QF - EK","1151.7","12:00","13:05","","EK5036 - EK5131","EK5136 - EK405","",""
"SINAKL","XPSG_LIVE","EK","08/09/16","08/15/16","1","1","Coach","1050","101.7","1151.7","0","SGD","07/25/16 16:05","","EK - EK","EK - EK","5006 - 5113","5136 - 405","23:55","14:45","23:55 - SIN :: 09:50 - SYD / 16:15 - SYD :: 21:20 - AKL","14:45 - AKL :: 16:55 - MEL / 18:00 - MEL :: 23:50 - SIN","E","1","L - L","L - L","","","1151.7","17:25","13:05","","EK5006 - EK5113","EK5136 - EK405","",""
"SINAKL","XPSG_LIVE","QF","08/09/16","08/15/16","1","1","Coach","1050","101.7","1151.7","0","SGD","07/25/16 16:05","","QF - QF","QF - QF","82 - 8764","154 - 8405","20:15","14:45","20:15 - SIN :: 06:10 - SYD / 07:50 - SYD :: 13:00 - AKL","14:45 - AKL :: 16:55 - MEL / 18:00 - MEL :: 23:50 - SIN","E","1","Q - Q","Q - Q","","QF","1151.7","12:45","13:05","","QF82 - QF8764","QF154 - QF8405","",""
"SINAKL","ZUP","EK","08/09/16","08/15/16","1","1","Economy","1050.3","101.7","1152","","SGD","07/25/16 16:03","","EK - EK","EK - EK","5036 - 5131","5136 - 405","19:55","14:45","19:55 - SIN :: 05:20 - MEL / 06:20 - MEL :: 11:55 - AKL","14:45 - AKL :: 16:55 - MEL / 18:00 - MEL :: 23:50 - SIN","E","1","","","QF - QF","QF - EK","","","","","EK5036 - EK5131","EK5136 - EK405","",""
"SINAKL","XPSG_LIVE","BA","08/09/16","08/15/16","1","1","Coach","760","395.5","1155.5","0","SGD","07/25/16 16:05","","BA - BA","BA - BA","15 - 7417","7420 - 16","19:20","08:35","19:20 - SIN :: 05:05 - SYD / 08:35 - SYD :: 13:40 - AKL","08:35 - AKL :: 10:15 - SYD / 14:55 - SYD :: 21:10 - SIN","E","1","V - V","V - V","QANTAS - JETCONNECT FOR QANTAS AIR","QANTAS - JETCONNECT FOR QANTAS AIR","1155.5","14:20","16:35","","BA15 - BA7417","BA7420 - BA16","",""
"SINAKL","SKO_SG","QF","08/09/16","08/15/16","1","1","","1060.5","101.7","1162.2","0","SGD","07/25/16 16:04","","QF - QF","QF - QF","36 - 153","142 - 81","19:55","07:20","19:55 - SIN :: 05:20 - MEL / 06:20 - MEL :: 11:55 - AKL","07:20 - AKL :: 09:00 - SYD / 10:20 - SYD :: 16:45 - SIN","E","1","","","QF - QF","QF - QF","1162.2","12:00","13:25","","QF36 - QF153","QF142 - QF81","",""
"SINAKL","AEG","QF","08/09/16","08/15/16","1","1","ECONOMY","1079.82","101.7","1181.52","0","SGD","07/25/16 16:03","","QF - QF","QF - QF","0036 - 8762","0154 - 8405","19:55","14:45","19:55 - SIN :: 05:20 - MEL / 07:10 - MEL :: 12:45 - AKL","14:45 - AKL :: 16:55 - MEL / 18:00 - MEL :: 23:50 - SIN","E","1","","","EK","EK","1181.52","14:50","11:05","","QF0036 - QF8762","QF0154 - QF8405","Interstitial : 1; Listpage1 : 29",""
"SINAKL","AEG","BA","08/09/16","08/15/16","1","1","ECONOMY","789.9","395.5","1185.4","0","SGD","07/25/16 16:03","","BA - BA","BA - BA","0015 - 7417","7420 - 0016","19:20","08:35","19:20 - SIN :: 05:05 - SYD / 08:35 - SYD :: 13:40 - AKL","08:35 - AKL :: 10:15 - SYD / 14:55 - SYD :: 21:10 - SIN","E","1","","","QF","QF","1185.40","16:20","14:35","","BA0015 - BA7417","BA7420 - BA0016","Interstitial : 1; Listpage1 : 29",""
"SINAKL","XPSG_LIVE","MH","08/09/16","08/15/16","1","1","Coach","1100","101.7","1201.7","0","SGD","07/25/16 16:05","","MH - MH","MH - MH","602 - 133","130 - 5733","06:40","13:15","06:40 - SIN :: 07:40 - KUL / 08:50 - KUL :: 22:45 - AKL","13:15 - AKL :: 20:40 - KUL / 21:45 - KUL :: 22:40 - SIN","E","1","L - Q","Q - L","","","1201.7","12:05","13:25","","MH602 - MH133","MH130 - MH5733","",""
"SINAKL","SKO_SG","MH","08/09/16","08/15/16","1","1","","1111","101.7","1212.7","0","SGD","07/25/16 16:04","","MH - MH","MH - MH","602 - 133","130 - 609","06:40","13:15","06:40 - SIN :: 07:40 - KUL / 08:50 - KUL :: 22:45 - AKL","13:15 - AKL :: 20:40 - KUL / 23:05 - KUL :: 00:05 - SIN","E","1","","","MH - MH","MH - MH","1212.7","12:05","14:50","","MH602 - MH133","MH130 - MH609","",""
"SINAKL","AEG","MH","08/09/16","08/15/16","1","1","ECONOMY","1130.89","101.7","1232.59","0","SGD","07/25/16 16:03","","MH - MH","MH - MH","0602 - 0133","0130 - 5733","06:40","13:15","06:40 - SIN :: 07:40 - KUL / 08:50 - KUL :: 22:45 - AKL","13:15 - AKL :: 20:40 - KUL / 21:45 - KUL :: 22:40 - SIN","E","1","","","","MI","1232.59","12:05","13:25","","MH0602 - MH0133","MH0130 - MH5733","Interstitial : 1; Listpage1 : 29",""
"SINAKL","XPSG_LIVE","NZ","08/09/16","08/15/16","0","0","Coach","955","395.5","1350.5","0","SGD","07/25/16 16:05","","NZ","NZ","281","282","08:40","23:50","08:40 - SIN :: 22:20 - AKL","23:50 - AKL :: 06:40 - SIN","E","1","K","K","","","1350.5","09:40","10:50","","NZ281","NZ282","",""
"SINAKL","ZUP","NZ","08/09/16","08/15/16","0","0","Economy","955.5","395.5","1351","","SGD","07/25/16 16:03","","NZ","NZ","281","282","08:40","23:50","08:40 - SIN :: 22:20 - AKL","23:50 - AKL :: 06:40 - SIN","E","1","","","NZ","NZ","","","","","NZ281","NZ282","",""
"SINAKL","SKO_SG","NZ","08/09/16","08/15/16","0","0","","964.55","395.5","1360.05","0","SGD","07/25/16 16:04","","NZ","NZ","281","282","08:40","23:50","08:40 - SIN :: 22:20 - AKL","23:50 - AKL :: 06:40 - SIN","E","1","","","NZ","NZ","1360.05","09:40","10:50","","NZ281","NZ282","",""
"SINAKL","AEG","NZ","08/09/16","08/15/16","0","0","ECONOMY","989.08","395.5","1384.58","0","SGD","07/25/16 16:03","","NZ","NZ","0281","0282","08:40","23:50","08:40 - SIN :: 22:20 - AKL","23:50 - AKL :: 06:40 - SIN","E","1","","","","","1384.58","09:40","10:50","","NZ0281","NZ0282","Interstitial : 1; Listpage1 : 29",""
"SINAKL","CHP_SG","NZ","08/09/16","08/15/16","0","0","ECONOMY","1005","386.53","1391.53","0","SGD","07/25/16 16:03","","NZ","NZ","281","282","08:40","23:50","08:40 - SIN :: 22:20 - AKL","23:50 - AKL :: 06:40 - SIN","E","1","","","","","1391.53","09:40","10:50","","NZ281","NZ282","",""
"SINAKL","ZUP","SQ","08/09/16","08/15/16","0","0","Economy","1250.5","395.5","1646","","SGD","07/25/16 16:03","","SQ","SQ","4281","4282","08:40","23:50","08:40 - SIN :: 22:20 - AKL","23:50 - AKL :: 06:40 - SIN","E","1","","","NZ","NZ","","","","","SQ4281","SQ4282","",""
"SINAKL","CHP_SG","CZ","08/09/16","08/15/16","1","1","ECONOMY","1297","351.12","1648.12","0","SGD","07/25/16 16:03","","CZ - CZ","CZ - CZ","352 - 335","336 - 351","08:00","09:00","08:00 - SIN :: 11:50 - CAN / 14:30 - CAN :: 06:00 - AKL","09:00 - AKL :: 16:45 - CAN / 18:25 - CAN :: 22:30 - SIN","E","1","","","","","1648.12","18:00","17:30","","CZ352 - CZ335","CZ336 - CZ351","",""
"SINAKL","CHP_SG","SQ","08/09/16","08/15/16","0","0","ECONOMY","1250","398.52","1648.52","0","SGD","07/25/16 16:03","","SQ","SQ","285","4282","21:10","23:50","21:10 - SIN :: 10:50 - AKL","23:50 - AKL :: 06:40 - SIN","E","1","","","","NZ","1648.52","09:40","10:50","","SQ285","SQ4282","",""
"SINAKL","SKO_SG","SQ","08/09/16","08/15/16","0","0","","1262.5","395.5","1658","0","SGD","07/25/16 16:04","","SQ","SQ","4281","4282","08:40","23:50","08:40 - SIN :: 22:20 - AKL","23:50 - AKL :: 06:40 - SIN","E","1","","","NZ","NZ","1658","09:40","10:50","","SQ4281","SQ4282","",""
"SINAKL","ZUP","CZ","08/09/16","08/15/16","1","1","Economy","1257.7","405.3","1663","","SGD","07/25/16 16:03","","CZ - CZ","CZ - CZ","352 - 335","336 - 351","08:00","09:00","08:00 - SIN :: 11:50 - CAN / 14:30 - CAN :: 06:00 - AKL","09:00 - AKL :: 16:45 - CAN / 18:25 - CAN :: 22:30 - SIN","E","1","","","CZ - CZ","CZ - CZ","","","","","CZ352 - CZ335","CZ336 - CZ351","",""
"SINAMD","CHP_SG","9W","08/09/16","08/15/16","1","1","ECONOMY","185","326.74","511.74","0","SGD","07/25/16 16:04","","9W - 9W","9W - 9W","9 - 327","411 - 10","11:15","04:30","11:15 - SIN :: 14:10 - BOM / 07:55 - BOM :: 09:05 - AMD","04:30 - AMD :: 05:40 - BOM / 09:55 - BOM :: 18:10 - SIN","E","1","","","","","511.74","24:20","11:10","","9W9 - 9W327","9W411 - 9W10","",""
